1	138	1
2	138	1
3	138	1
4	138	1
5	138	1
6	138	1
7	138	1
8	345	1
9	345	1
10	345	1
11	138	1
12	138	1
13	138	1
14	138	1
15	138	1
16	138	1
17	138	1
18	138	1
19	138	1
20	138	1
21	138	1
22	138	1
23	138	1
24	138	1
25	138	1
26	345	1
27	138	1
28	138	1
29	138	1
30	345	1
31	138	1
32	138	1
33	138	2
34	138	2
35	138	2
36	138	2
37	138	2
38	345	2
39	138	2
40	138	2
41	138	2
42	138	2
43	138	2
44	138	2
45	138	2
46	138	2
47	138	2
48	138	2
49	138	2
50	138	2
51	138	2
52	138	2
53	138	2
54	138	2
55	138	2
56	138	2
57	138	2
58	138	2
59	138	2
60	138	2
61	138	2
62	138	2
63	345	2
64	345	2
65	345	2
66	138	2
67	138	2
68	345	2
69	138	2
70	138	2
71	138	2
72	138	2
73	138	2
74	138	2
75	138	2
76	138	2
77	138	2
78	138	2
79	138	2
80	138	2
81	345	2
82	138	3
83	138	3
84	138	3
85	138	3
86	138	3
87	138	3
88	138	3
89	138	3
90	138	3
91	138	3
92	138	3
93	138	3
94	138	3
95	138	3
96	138	3
97	138	2
98	138	2
99	138	2
100	138	3
101	138	3
102	138	3
103	138	3
104	138	3
105	138	3
106	138	3
107	138	3
108	138	3
109	138	3
110	138	3
111	138	3
112	138	3
113	138	1
114	138	1
115	138	1
116	138	2
117	138	1
118	138	2
